dataset,pid,path,sx,sy,sz,nx,ny,nz,fov_x,fov_y,fov_z,raw_min,raw_max,mean,std,q01,q50,q99,frac_below,frac_above,eff_spacing_h,eff_spacing_w,slab_z_mm
train(totalseg),s0112,F:\Totalsegmentator_dataset_v201\nii\s0112.nii.gz,1.0,1.0,1.0,160,158,160,160.0,158.0,160.0,-1243.0057373046875,1968.0146484375,-493.052001953125,523.3167724609375,-1024.0159912109375,-724.9869995117188,721.9856567382812,0.01402912034485751,0.0041950147856470565,0.6171875,0.625,12.0
train(totalseg),s0122,F:\Totalsegmentator_dataset_v201\nii\s0122.nii.gz,1.5,1.5,1.5,93,93,83,139.5,139.5,124.5,-1097.0,1818.0,-152.49688720703125,458.24078369140625,-1024.0,-7.0,909.0,0.003330700533664314,0.007089056886582055,0.544921875,0.544921875,18.0
train(totalseg),s0109,F:\Totalsegmentator_dataset_v201\nii\s0109.nii.gz,1.4999998807907104,1.5,1.5,303,252,303,454.49996387958527,378.0,454.5,-1116.0,1567.0,-594.9022216796875,481.1044616699219,-1024.0,-944.0,351.0,0.004634881215608596,0.0005176378080995276,1.4765625,1.77539048390463,18.0
train(totalseg),s0108,F:\Totalsegmentator_dataset_v201\nii\s0108.nii.gz,1.5,1.5,1.5,288,288,293,432.0,432.0,439.5,-1281.0,1848.0,-537.4479370117188,489.21722412109375,-1024.0,-909.0,379.0,0.005404318212333057,0.0010115377352788095,1.6875,1.6875,18.0
train(totalseg),s0129,F:\Totalsegmentator_dataset_v201\nii\s0129.nii.gz,1.5,1.5,1.5,50,111,148,75.0,166.5,222.0,-1134.0,2492.0,-42.58705520629883,338.9202880859375,-1023.0,5.0,940.0,0.0010153396639883126,0.007753834915997078,0.650390625,0.29296875,18.0
train(totalseg),s0130,F:\Totalsegmentator_dataset_v201\nii\s0130.nii.gz,1.0,1.0,1.0,69,101,135,69.0,101.0,135.0,-1358.0,3481.0,-157.5254669189453,502.34283447265625,-1011.0333251953125,11.997772216796875,1247.0189208984375,0.005313478207724154,0.01638366735224247,0.39453125,0.26953125,12.0
train(totalseg),s0117,F:\Totalsegmentator_dataset_v201\nii\s0117.nii.gz,1.0,1.0,1.0,259,156,266,259.0,156.0,266.0,-1301.00537109375,1442.0048828125,-266.93328857421875,447.1029968261719,-1024.01416015625,-74.98778533935547,469.0183410644531,0.026811534330331323,0.0004912786867674086,0.609375,1.01171875,12.0
train(totalseg),s0114,F:\Totalsegmentator_dataset_v201\nii\s0114.nii.gz,1.0,1.0,1.0,258,181,227,258.0,181.0,227.0,-1243.9976806640625,3249.026611328125,-524.5950927734375,482.0171813964844,-1024.003662109375,-785.9702758789062,282.017822265625,0.0518389509271591,0.00022187745685417387,0.70703125,1.0078125,12.0
train(totalseg),s0128,F:\Totalsegmentator_dataset_v201\nii\s0128.nii.gz,1.5,1.5,1.5,261,261,52,391.5,391.5,78.0,-1165.0,1707.0,-496.2356872558594,478.0179748535156,-1029.0,-693.0,287.0,0.017132410315129302,0.0006046932325172516,1.529296875,1.529296875,18.0
train(totalseg),s0120,F:\Totalsegmentator_dataset_v201\nii\s0120.nii.gz,1.5,1.5,1.5,261,254,355,391.5,381.0,532.5,-1284.0,1680.0,-576.5731201171875,481.90777587890625,-1024.0,-927.0,311.0,0.0063277649681470205,0.00041709200192943294,1.48828125,1.529296875,18.0
train(totalseg),s0123,F:\Totalsegmentator_dataset_v201\nii\s0123.nii.gz,1.5,1.5,1.5,267,194,213,400.5,291.0,319.5,-1188.0,2847.0,-486.653076171875,490.33355712890625,-1024.0,-738.0,433.0,0.008410243693132967,0.0004524618656764713,1.13671875,1.564453125,18.0
train(totalseg),s0107,F:\Totalsegmentator_dataset_v201\nii\s0107.nii.gz,1.0,1.0,1.0,499,154,333,499.0,154.0,333.0,-1110.02978515625,3192.9638671875,-641.5654296875,481.3433837890625,-1024.032470703125,-998.0298461914062,328.0298767089844,0.3224167360955884,0.0006004755034443519,0.6015625,1.94921875,12.0
train(totalseg),s0132,F:\Totalsegmentator_dataset_v201\nii\s0132.nii.gz,1.5,1.5,1.5,305,305,52,457.5,457.5,78.0,-1280.0,2059.0,-580.5174560546875,488.60943603515625,-1027.0,-924.0,390.0,0.011509928468390024,0.0011907464119461633,1.787109375,1.787109375,18.0
train(totalseg),s0136,F:\Totalsegmentator_dataset_v201\nii\s0136.nii.gz,1.5000001192092896,1.5,1.5,81,111,148,121.50000965595245,166.5,222.0,-1229.0,2431.0,-117.25021362304688,446.24053955078125,-1005.0,-11.0,1214.0,0.0028790051312573835,0.015426838249661073,0.650390625,0.47460941271856427,18.0
train(totalseg),s0115,F:\Totalsegmentator_dataset_v201\nii\s0115.nii.gz,1.5,1.5,1.5,303,303,283,454.5,454.5,424.5,-1344.0,3437.0,-599.680908203125,461.4839782714844,-1024.0,-857.0,421.0,0.0025647799572903595,0.0017577198575811613,1.775390625,1.775390625,18.0
train(totalseg),s0119,F:\Totalsegmentator_dataset_v201\nii\s0119.nii.gz,1.5,1.5,1.5,293,293,343,439.5,439.5,514.5,-1634.0,3462.0,-590.895751953125,503.1141662597656,-1024.0,-948.0,388.0,0.006857078235691752,0.001864925594002489,1.716796875,1.716796875,18.0
train(totalseg),s0131,F:\Totalsegmentator_dataset_v201\nii\s0131.nii.gz,1.5,1.5,1.5,265,202,245,397.5,303.0,367.5,-1127.0,2090.0,-430.8788146972656,495.4491271972656,-1023.0,-110.0,415.0,0.0031587094019374985,0.0005059912999386192,1.18359375,1.552734375,18.0
train(totalseg),s0124,F:\Totalsegmentator_dataset_v201\nii\s0124.nii.gz,1.5,1.5,1.5,431,159,431,646.5,238.5,646.5,-1409.0,3125.0,-646.2423095703125,490.30364990234375,-1024.0,-997.0,336.0,0.006039408511746934,0.0003148699358630255,0.931640625,2.525390625,18.0
train(totalseg),s0140,F:\Totalsegmentator_dataset_v201\nii\s0140.nii.gz,1.5,1.5,1.5,196,196,125,294.0,294.0,187.5,-1278.0,3226.0,-594.5267944335938,544.566650390625,-1022.0,-963.0,1131.0,0.005161598258725894,0.011588294129884604,1.1484375,1.1484375,18.0
train(totalseg),s0135,F:\Totalsegmentator_dataset_v201\nii\s0135.nii.gz,1.5,1.5,1.5,299,299,130,448.5,448.5,195.0,-1231.0,2590.0,-659.4686279296875,457.87969970703125,-1028.0,-954.0,224.0,0.017747862440385294,8.518230562172241e-05,1.751953125,1.751953125,18.0
train(totalseg),s0138,F:\Totalsegmentator_dataset_v201\nii\s0138.nii.gz,1.5,1.5,1.5,221,221,215,331.5,331.5,322.5,-1394.0,3403.0,-512.123046875,489.8949279785156,-1024.0,-794.0,403.0,0.007116589796450104,0.0005422435742136611,1.294921875,1.294921875,18.0
train(totalseg),s0149,F:\Totalsegmentator_dataset_v201\nii\s0149.nii.gz,1.0,1.0,1.0,80,108,153,80.0,108.0,153.0,-1380.0,3416.0,-272.0834045410156,515.8524780273438,-1023.96826171875,-36.00761413574219,910.970947265625,0.004870945291696926,0.007063211086903897,0.421875,0.3125,12.0
train(totalseg),s0137,F:\Totalsegmentator_dataset_v201\nii\s0137.nii.gz,1.5,1.5,1.5,247,247,265,370.5,370.5,397.5,-1032.0,1390.0,-488.050048828125,485.1610412597656,-1012.0,-436.0,308.0,9.908833168093334e-05,0.0003824364262067484,1.447265625,1.447265625,18.0
train(totalseg),s0143,F:\Totalsegmentator_dataset_v201\nii\s0143.nii.gz,1.5,1.5,1.5,279,166,267,418.5,249.0,400.5,-1222.0,3348.0,-402.19781494140625,508.45623779296875,-1024.0,-94.0,484.0,0.005389604251000114,0.0012397052105545898,0.97265625,1.634765625,18.0
train(totalseg),s0154,F:\Totalsegmentator_dataset_v201\nii\s0154.nii.gz,1.0,1.0,1.0,76,97,160,76.0,97.0,160.0,-1323.0,2539.0,-72.31874084472656,440.8940124511719,-1003.0081787109375,16.01527214050293,1422.9771728515625,0.002139853499728703,0.021104347531199132,0.37890625,0.296875,12.0
train(totalseg),s0146,F:\Totalsegmentator_dataset_v201\nii\s0146.nii.gz,1.0,1.0,1.0,259,176,211,259.0,176.0,211.0,-1251.0,3354.0234375,-508.685302734375,486.751953125,-1024.9918212890625,-803.0245361328125,323.96807861328125,0.010112052899573466,0.0006222561855227965,0.6875,1.01171875,12.0
train(totalseg),s0139,F:\Totalsegmentator_dataset_v201\nii\s0139.nii.gz,1.5,1.5,1.5,280,280,285,420.0,420.0,427.5,-1245.0,3164.0,-638.3729858398438,483.5461120605469,-1024.0,-961.0,407.0,0.00888453276047261,0.001349624060150376,1.640625,1.640625,18.0
train(totalseg),s0141,F:\Totalsegmentator_dataset_v201\nii\s0141.nii.gz,1.5,1.5,1.5,406,168,406,609.0,252.0,609.0,-1141.0,3098.0,-621.6544189453125,482.86688232421875,-1024.0,-984.0,259.0,0.00337861065948377,0.00019817677368212446,0.984375,2.37890625,18.0
train(totalseg),s0133,F:\Totalsegmentator_dataset_v201\nii\s0133.nii.gz,1.5,1.5,1.5,307,307,301,460.5,460.5,451.5,-1197.0,2344.0,-592.1085205078125,488.9461669921875,-1024.0,-945.0,375.0,0.005847940848025448,0.0019653522723427296,1.798828125,1.798828125,18.0
train(totalseg),s0147,F:\Totalsegmentator_dataset_v201\nii\s0147.nii.gz,1.5,1.5,1.5,220,310,310,330.0,465.0,465.0,-1101.0,1634.0,-548.7700805664062,501.4032287597656,-1024.0,-946.0,293.0,0.006597814776274714,0.0002710718002081165,1.81640625,1.2890625,18.0
train(totalseg),s0145,F:\Totalsegmentator_dataset_v201\nii\s0145.nii.gz,1.4999998807907104,1.5,1.5,222,219,447,332.9999735355377,328.5,670.5,-1186.0,3308.0,-331.771728515625,469.4976806640625,-1026.0,-101.0,467.0,0.013427418395583448,0.000495024698088081,1.283203125,1.3007811466231942,18.0
train(totalseg),s0151,F:\Totalsegmentator_dataset_v201\nii\s0151.nii.gz,1.5,1.5,1.5,292,184,292,438.0,276.0,438.0,-1160.0,1720.0,-489.940673828125,497.9325866699219,-1024.0,-377.0,366.0,0.009506025275971509,0.0006516843848670523,1.078125,1.7109375,18.0
train(totalseg),s0152,F:\Totalsegmentator_dataset_v201\nii\s0152.nii.gz,1.5,1.5,1.5,233,233,224,349.5,349.5,336.0,-1463.0,3483.0,-664.5643920898438,495.2756042480469,-1025.0,-979.0,684.0,0.010384239901269134,0.0036857144172852694,1.365234375,1.365234375,18.0
train(totalseg),s0159,F:\Totalsegmentator_dataset_v201\nii\s0159.nii.gz,1.5,1.5,1.5,173,173,74,259.5,259.5,111.0,-1339.0,2956.0,-624.572021484375,646.7227172851562,-1023.0,-998.0,1778.0,0.0033638168891602016,0.03760792433985658,1.013671875,1.013671875,18.0
train(totalseg),s0150,F:\Totalsegmentator_dataset_v201\nii\s0150.nii.gz,1.5,1.5,1.5,247,247,296,370.5,370.5,444.0,-1069.0,1629.0,-462.3965148925781,485.61431884765625,-1023.0,-139.0,306.0,0.003085498544466453,0.00036547541983988853,1.447265625,1.447265625,18.0
train(totalseg),s0153,F:\Totalsegmentator_dataset_v201\nii\s0153.nii.gz,1.5,1.5000001192092896,1.5,248,195,299,372.0,292.50002324581146,448.5,-1091.0,1314.0,-298.16973876953125,458.947021484375,-1013.0,-88.0,446.0,0.0018584141790528672,0.0003784326580744749,1.142578215803951,1.453125,18.0
train(totalseg),s0156,F:\Totalsegmentator_dataset_v201\nii\s0156.nii.gz,1.5,1.5,1.5,333,333,101,499.5,499.5,151.5,-1443.0,2118.0,-603.5261840820312,469.8982238769531,-1024.0,-923.0,251.0,0.005733856485906167,0.0004982235384371424,1.951171875,1.951171875,18.0
train(totalseg),s0160,F:\Totalsegmentator_dataset_v201\nii\s0160.nii.gz,1.5,1.5,1.5,321,321,95,481.5,481.5,142.5,-1313.0,2581.0,-657.8914184570312,464.8265686035156,-1038.0,-965.0,239.0,0.05197879842413265,0.0006435864313592086,1.880859375,1.880859375,18.0
train(totalseg),s0169,F:\Totalsegmentator_dataset_v201\nii\s0169.nii.gz,1.0,1.0,1.0,81,109,145,81.0,109.0,145.0,-1461.0,3444.0,-154.85838317871094,515.8084106445312,-1009.0079345703125,-14.98487377166748,1493.0023193359375,0.0027893970106350153,0.025348284063880393,0.42578125,0.31640625,12.0
train(totalseg),s0167,F:\Totalsegmentator_dataset_v201\nii\s0167.nii.gz,1.5,1.5,1.5,177,177,149,265.5,265.5,223.5,-1201.0,2987.0,-552.9548950195312,538.7747192382812,-1028.0,-916.0,1064.0,0.016357252891535834,0.010610492112182015,1.037109375,1.037109375,18.0
train(totalseg),s0165,F:\Totalsegmentator_dataset_v201\nii\s0165.nii.gz,1.5,1.5,1.5,304,304,91,456.0,456.0,136.5,-1245.0,1528.0,-602.8617553710938,472.186279296875,-1025.0,-927.0,268.0,0.010947863579179677,0.0007384189510883653,1.78125,1.78125,18.0
train(totalseg),s0161,F:\Totalsegmentator_dataset_v201\nii\s0161.nii.gz,1.5,1.5,1.5,246,181,300,369.0,271.5,450.0,-1413.0,1666.0,-384.90777587890625,502.795166015625,-1024.0,-90.0,519.0,0.003480137381842497,0.0011528839391738435,1.060546875,1.44140625,18.0
train(totalseg),s0170,F:\Totalsegmentator_dataset_v201\nii\s0170.nii.gz,1.5,1.5,1.5,165,156,198,247.5,234.0,297.0,-1437.0,3380.0,-570.6187133789062,522.7940673828125,-1025.0,-912.0,660.0,0.010378846742483107,0.004245838336747428,0.9140625,0.966796875,18.0
train(totalseg),s0158,F:\Totalsegmentator_dataset_v201\nii\s0158.nii.gz,1.5,1.5,1.5,253,253,271,379.5,379.5,406.5,-1116.0,1515.0,-456.2471008300781,495.9386291503906,-1026.0,-175.0,384.0,0.011903186860110316,0.0007123649010082584,1.482421875,1.482421875,18.0
train(totalseg),s0162,F:\Totalsegmentator_dataset_v201\nii\s0162.nii.gz,1.5,1.5,1.5,290,245,199,435.0,367.5,298.5,-1436.0,3525.0,-493.8697204589844,477.3121337890625,-1026.0,-697.0,416.0,0.015183020636890202,0.0004045561509792239,1.435546875,1.69921875,18.0
train(totalseg),s0172,F:\Totalsegmentator_dataset_v201\nii\s0172.nii.gz,1.5,1.5,1.5,86,86,159,129.0,129.0,238.5,-1040.0,3163.0,-34.60481262207031,416.84222412109375,-1017.0,37.0,1195.0,0.0001743250643727189,0.02262654298941124,0.50390625,0.50390625,18.0
train(totalseg),s0166,F:\Totalsegmentator_dataset_v201\nii\s0166.nii.gz,1.5,1.5,1.5,200,321,321,300.0,481.5,481.5,-1223.0,3246.0,-628.3228149414062,481.5397644042969,-1024.0,-970.0,332.0,0.006311807002289331,0.0003271998048544068,1.880859375,1.171875,18.0
train(totalseg),s0168,F:\Totalsegmentator_dataset_v201\nii\s0168.nii.gz,1.5,1.5,1.5,229,229,280,343.5,343.5,420.0,-1030.0,1388.0,-514.7966918945312,499.2687072753906,-1012.0,-869.0,307.0,1.035176947154217e-05,0.0003606774415874166,1.341796875,1.341796875,18.0
train(totalseg),s0157,F:\Totalsegmentator_dataset_v201\nii\s0157.nii.gz,1.5,1.5,1.5,314,314,261,471.0,471.0,391.5,-1216.0,1860.0,-650.7678833007812,461.2237548828125,-1034.0,-951.0,275.0,0.03189989416546056,0.0009371029626093392,1.83984375,1.83984375,18.0
train(totalseg),s0181,F:\Totalsegmentator_dataset_v201\nii\s0181.nii.gz,1.5,1.5,1.5,245,245,52,367.5,367.5,78.0,-1089.0,1597.0,-576.2871704101562,470.76300048828125,-1019.0,-882.0,334.0,0.0018710152820939994,0.00010892897190273284,1.435546875,1.435546875,18.0
train(totalseg),s0174,F:\Totalsegmentator_dataset_v201\nii\s0174.nii.gz,1.5,1.5,1.5,194,133,253,291.0,199.5,379.5,-1129.0,1601.0,-196.80137634277344,406.568359375,-1024.0,-59.0,515.0,0.0022671888145482442,0.0012304094971926688,0.779296875,1.13671875,18.0
train(totalseg),s0185,F:\Totalsegmentator_dataset_v201\nii\s0185.nii.gz,1.5,1.5,1.5,98,98,93,147.0,147.0,139.5,-1032.0,1709.0,-230.5742645263672,441.6965026855469,-1021.0,-26.0,655.0,0.000408655891586391,0.0016894842202845588,0.57421875,0.57421875,18.0
train(totalseg),s0175,F:\Totalsegmentator_dataset_v201\nii\s0175.nii.gz,1.5,1.5,1.5,253,253,159,379.5,379.5,238.5,-1482.0,3475.0,-554.7633056640625,489.95184326171875,-1039.0,-861.0,496.0,0.043887683280481114,0.001796327050610203,1.482421875,1.482421875,18.0
train(totalseg),s0187,F:\Totalsegmentator_dataset_v201\nii\s0187.nii.gz,1.5,1.5,1.5,180,180,125,270.0,270.0,187.5,-1316.0,3252.0,-653.3111572265625,563.7344360351562,-1019.0,-969.0,1336.0,0.0034851851851851853,0.02321111111111111,1.0546875,1.0546875,18.0
train(totalseg),s0184,F:\Totalsegmentator_dataset_v201\nii\s0184.nii.gz,1.5000001192092896,1.5,1.5,223,188,189,334.50002658367157,282.0,283.5,-1280.0,3416.0,-303.81585693359375,475.8564453125,-1026.0,-62.0,444.0,0.013137403081110742,0.001986461770833491,1.1015625,1.306640728842467,18.0
train(totalseg),s0171,F:\Totalsegmentator_dataset_v201\nii\s0171.nii.gz,1.5,1.5,1.5,222,222,409,333.0,333.0,613.5,-1032.0,3012.0,-450.4245910644531,479.6157531738281,-1011.0,-118.0,347.0,6.548541885292466e-06,0.00033779561891633637,1.30078125,1.30078125,18.0
train(totalseg),s0178,F:\Totalsegmentator_dataset_v201\nii\s0178.nii.gz,1.5,1.5,1.5,261,261,310,391.5,391.5,465.0,-1044.0,1406.0,-548.508544921875,488.0865783691406,-1024.0,-925.0,298.0,0.0004635962358069231,0.0003854620387608125,1.529296875,1.529296875,18.0
train(totalseg),s0179,F:\Totalsegmentator_dataset_v201\nii\s0179.nii.gz,1.5,1.5,1.5,248,248,247,372.0,372.0,370.5,-1239.0,2003.0,-509.90631103515625,488.7205505371094,-1024.0,-878.0,460.0,0.009060863557276285,0.0018394511452729317,1.453125,1.453125,18.0
train(totalseg),s0163,F:\Totalsegmentator_dataset_v201\nii\s0163.nii.gz,1.5,1.5,1.5,291,291,440,436.5,436.5,660.0,-1169.0,3089.0,-613.7202758789062,477.5773620605469,-1024.0,-941.0,293.0,0.0009734660388346148,0.0003809214934570232,1.705078125,1.705078125,18.0
train(totalseg),s0191,F:\Totalsegmentator_dataset_v201\nii\s0191.nii.gz,1.5,1.5,1.5,98,111,339,147.0,166.5,508.5,-1214.0,3514.0,-168.5493621826172,379.3587951660156,-991.0,-7.0,491.0,0.0006058071797641962,0.00046804977272739596,0.650390625,0.57421875,18.0
train(totalseg),s0182,F:\Totalsegmentator_dataset_v201\nii\s0182.nii.gz,1.5,1.5,1.5,239,239,303,358.5,358.5,454.5,-1226.0,3386.0,-476.3851013183594,506.45208740234375,-1015.0,-826.0,503.0,0.005072087709573319,0.0034975253162384807,1.400390625,1.400390625,18.0
train(totalseg),s0183,F:\Totalsegmentator_dataset_v201\nii\s0183.nii.gz,1.5,1.5,1.5,331,201,331,496.5,301.5,496.5,-1047.0,3075.0,-383.7158203125,484.49884033203125,-1024.0,-103.0,323.0,0.0004163154232331252,0.0007007613014107317,1.177734375,1.939453125,18.0
train(totalseg),s0190,F:\Totalsegmentator_dataset_v201\nii\s0190.nii.gz,1.5,1.5,1.5,257,257,237,385.5,385.5,355.5,-1208.0,2587.0,-569.6187744140625,500.5545959472656,-1024.0,-933.0,391.0,0.005945207803743237,0.0013972490445658052,1.505859375,1.505859375,18.0
train(totalseg),s0188,F:\Totalsegmentator_dataset_v201\nii\s0188.nii.gz,1.5,1.5,1.5,311,311,219,466.5,466.5,328.5,-1433.0,2889.0,-704.685546875,446.5129089355469,-1026.0,-952.0,396.0,0.0113692779706153,0.0014260282879143844,1.822265625,1.822265625,18.0
train(totalseg),s0192,F:\Totalsegmentator_dataset_v201\nii\s0192.nii.gz,1.5,1.5,1.5,239,136,296,358.5,204.0,444.0,-1101.0,1481.0,-349.4953308105469,498.841796875,-1016.0,-90.0,527.0,0.0016094691038577888,0.000703655526839989,0.796875,1.400390625,18.0
train(totalseg),s0199,F:\Totalsegmentator_dataset_v201\nii\s0199.nii.gz,1.5,1.5,1.5,331,331,62,496.5,496.5,93.0,-1258.0,1919.0,-696.433349609375,461.3590087890625,-1024.0,-971.0,295.0,0.0074667470657097295,0.0009922294010820895,1.939453125,1.939453125,18.0
train(totalseg),s0197,F:\Totalsegmentator_dataset_v201\nii\s0197.nii.gz,1.5,1.5,1.5,261,162,261,391.5,243.0,391.5,-1102.0,1785.0,-426.8992614746094,469.7015380859375,-1024.0,-122.0,346.0,0.000838921157178376,0.0001815940806854035,0.94921875,1.529296875,18.0
train(totalseg),s0208,F:\Totalsegmentator_dataset_v201\nii\s0208.nii.gz,1.0,1.0,1.0,64,117,131,64.0,117.0,131.0,-1293.0,1829.0,-181.2654571533203,472.4583740234375,-1023.9844360351562,15.014880180358887,910.0025024414062,0.005871990604815032,0.007131002479284922,0.45703125,0.25,12.0
train(totalseg),s0194,F:\Totalsegmentator_dataset_v201\nii\s0194.nii.gz,1.5,1.5,1.5,227,227,279,340.5,340.5,418.5,-1038.0,1595.0,-495.3257141113281,498.8293762207031,-1019.0,-815.0,374.0,0.0015269265483780856,0.001078419697797642,1.330078125,1.330078125,18.0
train(totalseg),s0209,F:\Totalsegmentator_dataset_v201\nii\s0209.nii.gz,1.0,1.0,1.0,74,122,366,74.0,122.0,366.0,-1219.9998779296875,3591.9716796875,-7.707691669464111,276.1405334472656,-887.0153198242188,-4.026158809661865,850.9817504882812,0.0005925705334466421,0.005465086155760706,0.4765625,0.2890625,12.0
train(totalseg),s0189,F:\Totalsegmentator_dataset_v201\nii\s0189.nii.gz,1.0,1.0,1.0,254,174,440,254.0,174.0,440.0,-1427.020751953125,3263.03369140625,-436.9936218261719,514.8358764648438,-1024.9974365234375,-127.98057556152344,550.9921875,0.010111980516542015,0.001631163659401509,0.6796875,0.9921875,12.0
train(totalseg),s0193,F:\Totalsegmentator_dataset_v201\nii\s0193.nii.gz,1.0,1.0,1.0,278,174,278,278.0,174.0,278.0,-1100.0106201171875,1501.0146484375,-387.0885314941406,470.66070556640625,-1022.9987182617188,-111.0166244506836,336.0050964355469,0.009515059394292735,0.0004133134831811604,0.6796875,1.0859375,12.0
train(totalseg),s0211,F:\Totalsegmentator_dataset_v201\nii\s0211.nii.gz,1.5,1.5,1.5,261,261,59,391.5,391.5,88.5,-1264.0,3605.0,-569.1407470703125,480.2237548828125,-1024.0,-898.0,305.0,0.004744299711953232,0.0009748356550992637,1.529296875,1.529296875,18.0
train(totalseg),s0201,F:\Totalsegmentator_dataset_v201\nii\s0201.nii.gz,1.5,1.5,1.5,293,293,219,439.5,439.5,328.5,-1284.0,1975.0,-599.9598388671875,474.184814453125,-1024.0,-934.0,380.0,0.009047951857726262,0.0011206886464187429,1.716796875,1.716796875,18.0
train(totalseg),s0206,F:\Totalsegmentator_dataset_v201\nii\s0206.nii.gz,1.5,1.5,1.5,240,240,288,360.0,360.0,432.0,-1041.0,2065.0,-551.3693237304688,478.0925598144531,-1023.0,-892.0,321.0,0.0017399088541666667,0.0006488715277777777,1.40625,1.40625,18.0
train(totalseg),s0204,F:\Totalsegmentator_dataset_v201\nii\s0204.nii.gz,1.5,1.5,1.5,290,236,321,435.0,354.0,481.5,-1174.0,1398.0,-409.8586730957031,476.14715576171875,-1024.0,-112.0,360.0,0.006929187003430796,0.00020628839117085686,1.3828125,1.69921875,18.0
train(totalseg),s0217,F:\Totalsegmentator_dataset_v201\nii\s0217.nii.gz,1.5,1.5,1.5,133,133,73,199.5,199.5,109.5,-1431.0,3304.0,-567.8406372070312,534.7716064453125,-1028.0,-970.0,794.0,0.021075709151341635,0.006053603469999543,0.779296875,0.779296875,18.0
train(totalseg),s0215,F:\Totalsegmentator_dataset_v201\nii\s0215.nii.gz,1.5,1.5,1.5,249,249,57,373.5,373.5,85.5,-1192.0,2700.0,-562.4805297851562,483.39019775390625,-1039.0,-880.0,330.0,0.0393790933821686,0.00044651219646083906,1.458984375,1.458984375,18.0
train(totalseg),s0213,F:\Totalsegmentator_dataset_v201\nii\s0213.nii.gz,1.5,1.5,1.5,267,166,267,400.5,249.0,400.5,-1225.0,1343.0,-536.3045043945312,512.0062866210938,-1030.0,-897.0,250.0,0.013012534926982263,4.258924347814183e-05,0.97265625,1.564453125,18.0
train(totalseg),s0196,F:\Totalsegmentator_dataset_v201\nii\s0196.nii.gz,1.5,1.5,1.5,295,295,367,442.5,442.5,550.5,-1279.0,3676.0,-627.4723510742188,469.34307861328125,-1024.0,-953.0,361.0,0.0059780495918113795,0.0008321076319449176,1.728515625,1.728515625,18.0
